food,calories,protein,fat,carbs,fiber,sugar
sandwich,329,15.7,10.3,36.8,3.2,4.9
sawi,13,1.5,0.2,2.3,1.0,1.1
timun,15,0.8,0.1,3.9,0.5,1.7
daging_sapi,272,27.4,14.7,0.0,0.0,0.0
kopi,2,0.3,0.0,0.0,0.0,0.0
sate_ayam,196,30.1,8.3,2.9,0.3,1.8
roti_gandum,237,13.2,3.3,37.6,7.3,4.4
nasi_merah,105,2.5,0.9,24.3,1.8,0.3
pastel,249,6.9,14.6,27.7,1.9,2.1
susu,110,8.4,2.4,12.7,0.0,11.9
mie_ayam,311,10.8,8.0,46.4,2.0,2.7
tempe_goreng,212,18.3,10.5,8.6,4.5,1.6
rendang,462,19.8,38.3,4.9,1.1,1.9
risoles,237,8.0,13.6,24.9,1.4,2.0
kue_lapis,270,4.7,8.7,44.7,1.0,23.2
semangka,33,0.7,0.2,7.9,0.4,6.2
pastel,242,6.7,14.6,27.5,1.8,1.9
telur_rebus,158,12.6,11.9,1.0,0.0,0.6
susu_kedelai,49,3.6,1.6,6.5,0.7,4.4
ayam_goreng,264,26.3,15.4,0.0,0.0,0.0
jagung,87,3.4,1.5,21.5,2.6,4.7
mie_instan,358,9.7,12.7,47.3,2.3,3.1
mie_instan,381,10.2,14.0,47.9,2.3,3.2
daging_kambing,227,26.4,13.6,0.0,0.0,0.0
bayam,25,2.7,0.4,3.5,2.3,0.4
minuman_bersoda,43,0.0,0.0,11.3,0.0,10.1
alpukat,159,2.1,14.7,8.6,6.6,0.7
nasi_putih,137,2.5,0.3,25.9,0.4,0.1
onde-onde,232,3.9,8.9,34.8,2.0,17.6
timun,16,0.7,0.1,3.4,0.5,1.6
coklat,518,4.8,32.5,64.2,6.4,44.4
telur_rebus,157,13.0,10.2,1.1,0.0,0.5
nugget,305,11.8,19.1,20.1,1.1,1.4
ubi_jalar,89,1.6,0.1,21.2,3.0,3.7
selai,274,0.4,0.1,64.4,0.9,46.3
nasi_merah,123,2.3,0.7,23.2,1.9,0.3
opor_ayam,327,25.5,23.5,5.6,1.0,2.0
sosis,308,12.4,24.6,2.0,0.0,1.5
sosis,274,14.1,26.5,2.2,0.0,1.5
jus_apel,47,0.1,0.1,12.0,0.2,10.9
kacang_merah,324,23.6,1.0,58.9,16.2,2.0
keripik,495,6.1,35.0,51.2,4.7,1.0
coklat,595,5.4,28.2,60.3,7.2,46.5
nasi_goreng,349,8.6,11.1,45.4,2.1,3.3
kue_kering,536,6.2,23.0,58.6,2.2,28.3
popcorn,368,12.4,5.2,74.3,14.1,0.9
ayam_goreng,225,29.2,16.3,0.0,0.0,0.0
telur_rebus,151,13.9,11.2,1.1,0.0,0.5
minuman_bersoda,37,0.0,0.0,11.0,0.0,11.5
yogurt,57,3.8,0.4,10.5,0.0,11.9
kentang_goreng,323,3.3,15.9,44.3,4.1,0.3
tempe_goreng,183,19.6,10.1,9.5,4.4,1.4
anggur,66,0.7,0.2,18.8,0.9,14.3
jagung,97,3.3,1.5,19.1,2.2,5.2
brokoli,60,3.8,0.6,11.9,3.7,1.7
minuman_bersoda,42,0.0,0.0,10.0,0.0,11.2
strawberry,35,0.6,0.3,7.3,2.1,5.4
capcay,88,4.0,3.2,12.4,2.8,5.4
soto_ayam,169,15.0,6.6,13.7,1.1,2.1
onde-onde,245,3.9,9.4,37.0,1.8,17.4
sandwich,284,16.4,10.2,34.0,2.9,5.1
bayam,22,3.1,0.4,3.6,2.2,0.4
sambal_goreng,138,6.2,9.5,9.3,1.9,2.8
mentega,771,0.9,88.6,0.1,0.0,0.1
nasi_putih,118,2.6,0.3,25.6,0.4,0.1
semangka,33,0.6,0.2,8.7,0.4,5.4
susu_kedelai,57,3.2,1.7,5.9,0.6,4.3
ayam_goreng,242,25.3,15.5,0.0,0.0,0.0
mentega,658,1.0,86.1,0.1,0.0,0.1
martabak_manis,394,7.8,17.8,50.8,1.6,28.3
cumi-cumi,86,16.0,1.3,3.0,0.0,0.0
minyak_goreng,850,0.0,91.3,0.0,0.0,0.0
gado-gado,196,7.3,11.5,14.8,3.8,6.0
kacang_tanah,545,25.9,45.4,15.2,9.3,3.6
sayur_lodeh,138,3.7,8.6,11.2,2.4,3.2
gado-gado,178,7.9,11.6,16.2,4.3,6.0
perkedel,170,4.5,8.1,17.4,1.8,1.1
strawberry,33,0.8,0.3,7.9,2.1,4.5
pempek,206,11.9,7.3,25.5,0.9,2.9
wortel,40,1.0,0.2,9.6,2.5,5.2
capcay,87,4.1,3.0,12.1,2.7,4.9
brokoli,53,4.1,0.6,11.9,3.5,1.5
brokoli,57,3.8,0.6,11.3,3.6,1.8
bakso,216,19.3,11.6,7.7,0.5,2.2
nasi_putih,125,2.5,0.3,28.9,0.4,0.1
jus_jeruk,47,0.7,0.2,10.8,0.2,8.7
ayam_goreng,255,25.0,13.8,0.0,0.0,0.0
telur_rebus,142,11.9,10.2,1.1,0.0,0.5
soto_ayam,179,16.0,6.5,11.7,1.2,2.1
pempek,220,11.0,8.2,28.5,1.0,3.0
susu,95,8.2,2.4,12.8,0.0,12.6
daging_kambing,230,25.3,12.3,0.0,0.0,0.0
mentega,650,0.9,76.2,0.1,0.0,0.1
martabak_telur,269,14.1,17.0,27.4,2.0,2.0
burger,269,17.3,15.1,25.1,1.5,4.3
semangka,29,0.6,0.2,8.4,0.4,6.2
semangka,28,0.7,0.2,7.4,0.4,5.7
daging_kambing,247,25.3,11.9,0.0,0.0,0.0
pecel_lele,273,17.5,19.0,13.1,2.1,1.4
wortel,39,1.0,0.2,10.7,3.0,5.3
kue_lapis,240,4.6,7.7,42.3,1.0,24.4
udang,95,23.7,0.3,0.2,0.0,0.0
nasi_merah,111,2.3,0.7,23.2,1.7,0.3
kue_kering,545,6.6,23.1,61.4,2.0,29.8
kacang_merah,342,21.0,1.0,62.8,14.8,1.9
wortel,38,1.0,0.2,9.3,2.6,4.8
donat,421,5.4,23.8,53.3,1.4,27.0
tempe_goreng,193,19.9,10.7,9.1,4.6,1.4
siomay,152,9.8,6.9,16.0,1.6,2.1
apel,52,0.3,0.2,15.3,2.5,9.7
tumis_kangkung,54,3.1,2.7,5.8,2.4,1.0
gado-gado,197,8.4,10.8,14.0,3.6,6.4
martabak_telur,284,12.9,15.5,23.9,2.0,2.1
sandwich,307,13.6,10.3,38.2,2.8,5.3
jagung,101,3.7,1.6,18.9,2.3,5.1
bakso,197,19.6,10.5,7.3,0.5,1.8
ayam_goreng,244,25.1,14.7,0.0,0.0,0.0
brokoli,57,3.5,0.6,11.3,3.6,1.8
jus_apel,43,0.1,0.1,9.9,0.2,9.6
udang,107,24.7,0.3,0.2,0.0,0.0
jeruk,51,1.0,0.1,11.7,2.4,8.9
strawberry,35,0.7,0.3,7.5,2.0,5.1
ikan_tuna,141,23.3,4.7,0.0,0.0,0.0
wortel,40,1.0,0.2,10.8,2.9,5.1
lemper,197,4.7,6.3,27.6,1.2,0.9
anggur,70,0.7,0.2,16.7,0.9,16.2
sandwich,286,15.3,11.1,37.0,3.2,5.5
roti_gandum,244,13.3,3.1,37.6,6.8,4.3
risoles,226,8.4,11.8,22.6,1.6,2.1
jus_jeruk,46,0.7,0.2,10.2,0.2,7.9
yogurt,54,3.6,0.4,10.9,0.0,11.8
burger,266,16.8,15.2,24.4,1.5,4.3
puding,123,3.0,2.5,24.5,0.5,23.0
kroket,181,6.9,11.4,17.3,1.9,1.4
pecel_lele,286,17.8,17.8,12.5,1.9,1.6
keripik,587,5.9,34.3,52.8,4.9,1.0
ubi_jalar,92,1.6,0.1,21.9,3.0,4.1
coklat,575,4.5,31.0,63.7,7.4,48.2
pastel,258,7.7,14.1,24.9,2.1,1.9
hotdog,286,10.9,17.1,23.2,1.1,3.9
udang,105,24.3,0.3,0.2,0.0,0.0
daging_sapi,250,28.3,15.1,0.0,0.0,0.0
roti_tawar,255,8.8,3.1,49.1,2.6,5.1
batagor,198,10.8,9.0,18.5,1.1,2.1
jagung,89,3.1,1.6,20.8,2.4,5.5
kangkung,19,2.4,0.3,2.9,2.2,0.5
ikan_bakar,193,26.3,6.5,0.0,0.0,0.0
kue_kering,518,5.6,23.3,62.2,2.1,30.2
selai,287,0.4,0.1,68.3,1.1,44.7
susu_kedelai,52,3.2,1.6,6.3,0.6,4.0
madu,286,0.3,0.0,83.7,0.2,76.8
semangka,29,0.6,0.2,7.9,0.4,5.5
apel,52,0.3,0.2,15.1,2.5,9.8
edamame,110,11.2,4.8,9.4,5.3,1.9
ikan_salmon,205,20.3,13.2,0.0,0.0,0.0
kroket,212,7.5,11.9,20.2,1.9,1.6
minuman_bersoda,40,0.0,0.0,10.5,0.0,10.8
soto_ayam,155,14.3,6.3,12.5,1.2,2.1
teh,1,0.0,0.0,0.3,0.0,0.0
tumis_kangkung,61,3.2,2.5,6.5,2.6,1.1
pecel_lele,294,17.2,18.1,12.2,1.9,1.4
coklat,593,4.8,28.3,65.4,7.1,48.7
jagung,88,3.7,1.5,20.7,2.6,5.2
donat,460,4.9,25.4,53.4,1.5,29.5
susu_kedelai,57,3.0,1.7,5.8,0.6,4.3
kacang_merah,356,24.1,0.9,57.5,13.6,2.1
jagung,94,3.1,1.5,22.7,2.2,5.1
jagung,102,3.4,1.5,19.9,2.4,5.3
ikan_tuna,157,24.9,5.3,0.0,0.0,0.0
nasi_merah,108,2.5,0.9,25.3,1.9,0.3
edamame,119,10.4,5.2,10.1,4.6,2.1
susu,110,7.6,2.5,10.9,0.0,11.7
sandwich,300,16.1,10.5,36.7,3.2,5.0
pecel_lele,312,18.0,19.7,11.4,1.8,1.4
minuman_bersoda,40,0.0,0.0,11.4,0.0,11.0
hotdog,296,9.6,16.6,23.7,1.1,4.0
udang,99,25.0,0.3,0.2,0.0,0.0
es_krim,220,3.4,11.7,24.1,0.7,20.0
sawi,13,1.6,0.2,2.1,1.0,1.2
nugget,289,12.5,17.4,19.3,1.3,1.6
kentang,73,2.1,0.1,16.7,2.1,0.9
sawi,14,1.6,0.2,2.2,1.0,1.2
kacang_merah,310,21.3,1.0,56.8,16.1,1.9
donat,443,5.5,26.1,51.4,1.4,28.2
melon,36,0.8,0.2,7.2,0.8,8.3
gado-gado,192,8.1,13.1,15.2,4.0,5.9
siomay,141,8.8,6.9,15.1,1.5,2.2
rendang,498,21.1,40.7,5.1,1.0,2.1
opor_ayam,317,23.4,20.6,6.0,0.9,1.8
kentang,78,2.2,0.1,15.6,2.0,0.8
keripik,574,6.9,33.6,47.9,4.7,1.1
kue_kering,457,5.7,23.5,66.7,2.2,28.2
ikan_tuna,130,25.2,4.9,0.0,0.0,0.0
jus_apel,48,0.1,0.1,11.4,0.2,9.5
pisang,91,1.2,0.3,24.7,2.7,11.1
kacang_hijau,332,21.8,1.2,59.8,14.8,7.3
pempek,241,10.8,8.5,30.0,0.9,3.1
bayam,23,2.7,0.4,3.9,2.4,0.4
kroket,213,6.4,10.6,18.8,1.9,1.6
pempek,235,11.1,7.2,25.6,1.1,2.9
siomay,170,8.8,7.2,15.9,1.5,2.0
sate_ayam,196,29.3,7.6,3.3,0.3,2.2
semangka,27,0.6,0.2,8.1,0.4,6.2
pastel,257,6.6,13.6,28.4,2.0,1.9
cumi-cumi,97,17.2,1.5,3.0,0.0,0.0
madu,280,0.3,0.0,87.9,0.2,84.1
air_kelapa,18,0.6,0.2,4.0,1.2,2.7
susu,108,7.7,2.2,11.7,0.0,11.7
jus_jeruk,46,0.7,0.2,9.4,0.2,8.0
sosis,318,14.1,28.1,2.0,0.0,1.4
tumis_kangkung,57,3.2,2.7,5.4,2.3,0.9
strawberry,29,0.7,0.3,7.3,2.0,4.8
kentang_goreng,337,3.7,14.6,44.9,4.0,0.3
jeruk,48,1.0,0.1,10.9,2.4,9.2
bayam,22,3.0,0.4,3.8,2.2,0.4
sambal_goreng,134,5.7,9.0,8.1,2.0,3.0
mie_instan,377,10.4,14.0,50.9,2.3,3.0
tomat,17,0.9,0.2,3.7,1.1,2.6
burger,277,15.7,12.7,22.8,1.4,4.3
martabak_telur,278,14.1,15.8,27.1,1.9,2.1
jus_jeruk,44,0.6,0.2,9.8,0.2,8.2
tempe_goreng,197,20.2,10.0,8.3,4.2,1.6
sayur_asem,71,2.7,1.4,12.8,2.8,4.3
martabak_manis,395,7.4,19.1,50.9,1.4,28.3
sosis,308,14.0,29.0,2.1,0.0,1.6
ubi_jalar,89,1.5,0.1,20.6,3.2,4.2
gula_pasir,371,0.0,0.0,108.6,0.0,99.0
mie_ayam,281,12.3,8.4,41.4,1.8,2.9
minyak_goreng,945,0.0,108.3,0.0,0.0,0.0
nasi_merah,102,2.3,0.7,23.3,1.8,0.3
kacang_hijau,337,25.7,1.1,65.5,16.8,7.6
kue_lapis,270,4.9,7.3,44.1,1.0,25.4
martabak_manis,425,7.3,18.6,45.4,1.4,25.5
pecel_lele,292,20.2,16.2,11.1,1.9,1.6
mangga,55,0.7,0.4,15.1,1.6,12.8
kopi,2,0.3,0.0,0.0,0.0,0.0
martabak_telur,288,13.8,17.1,26.1,1.9,2.2
kepiting,90,21.9,1.3,0.0,0.0,0.0
susu_kedelai,59,3.0,1.7,6.5,0.6,3.7
yogurt,61,3.7,0.4,11.2,0.0,11.0
pastel,281,6.7,13.6,29.1,2.0,1.9
lumpia,166,6.3,8.1,23.1,2.1,3.3
telur_rebus,167,12.8,11.8,1.1,0.0,0.6
sayur_lodeh,133,4.0,8.5,11.1,2.5,2.8
nugget,270,14.2,18.9,20.8,1.1,1.5
brokoli,58,4.0,0.5,11.2,3.7,1.9
pecel_lele,311,19.0,17.3,11.9,2.0,1.5
pastel,243,7.4,15.1,24.9,1.9,2.0
mie_ayam,276,11.1,8.2,41.5,2.0,2.9
jus_apel,42,0.1,0.1,11.9,0.2,9.7
selai,255,0.4,0.1,65.2,0.9,49.4
kroket,198,7.5,11.7,20.7,1.8,1.5
nasi_merah,121,2.1,0.8,23.7,1.9,0.3
pisang,82,1.1,0.3,24.5,2.8,12.4
pecel_lele,298,19.2,18.0,11.1,1.9,1.4
jagung,97,3.1,1.4,22.7,2.3,4.8
lemper,194,4.6,7.7,25.0,1.2,1.0
sambal_goreng,131,5.9,9.8,9.9,2.0,3.2
risoles,222,8.3,13.7,21.3,1.5,1.8
sandwich,326,16.0,10.1,39.4,3.0,5.5
mie_instan,395,10.2,14.3,48.4,2.6,3.3
kue_kering,543,6.3,22.9,60.6,2.0,27.2
timun,15,0.7,0.1,3.6,0.5,1.8
melon,33,0.8,0.2,7.4,0.8,8.2
sayur_lodeh,123,4.1,8.1,10.3,2.3,3.2
edamame,122,11.5,4.8,9.7,4.8,2.1
kacang_hijau,329,25.1,1.3,65.3,15.1,6.6
es_krim,221,3.6,11.9,22.5,0.6,21.4
semangka,31,0.7,0.2,8.3,0.4,5.8
pepaya,47,0.5,0.3,11.4,1.7,7.9
ikan_tuna,138,22.8,4.6,0.0,0.0,0.0
bakso,216,17.8,10.1,8.2,0.5,2.2
jus_jeruk,43,0.8,0.2,10.0,0.2,8.5
soto_ayam,180,16.5,6.5,12.4,1.3,2.0
madu,289,0.3,0.0,81.5,0.2,87.0
edamame,121,11.0,4.7,10.3,5.5,2.1
apel,53,0.3,0.2,12.9,2.5,10.2
capcay,86,4.1,3.2,12.1,2.7,4.6
rendang,495,23.3,40.2,4.5,1.0,2.2
daging_kambing,216,24.7,13.7,0.0,0.0,0.0
lemper,199,5.4,7.0,29.3,1.2,0.9
sandwich,293,13.9,11.4,36.5,2.7,4.7
bakso,215,16.9,10.9,8.1,0.5,2.1
perkedel,172,4.8,9.6,18.6,1.9,1.0
tempe_goreng,196,18.6,11.3,9.3,4.7,1.6
kroket,211,6.7,10.3,19.9,1.7,1.4
daging_kambing,235,25.5,12.3,0.0,0.0,0.0
mie_ayam,296,12.9,8.4,47.7,2.0,3.0
tomat,18,0.9,0.2,3.8,1.3,2.5
keju,435,25.1,34.4,1.2,0.0,0.5
kangkung,19,2.7,0.3,3.2,2.1,0.5
tumis_kangkung,53,3.1,2.7,5.9,2.7,1.0
soto_ayam,159,15.6,5.9,13.3,1.2,2.0
burger,292,18.5,14.5,25.5,1.5,4.2
mie_instan,404,9.8,13.9,51.5,2.3,3.1
air_kelapa,20,0.7,0.2,3.8,1.1,2.8
anggur,74,0.6,0.2,17.0,0.9,14.2
anggur,68,0.6,0.2,16.5,1.0,14.2
air_kelapa,19,0.6,0.2,3.6,1.1,2.9
pepaya,42,0.5,0.3,11.7,1.7,8.7
nasi_goreng,351,8.5,12.5,50.4,2.0,3.3
nasi_putih,125,2.7,0.3,27.9,0.4,0.1
opor_ayam,312,24.1,22.9,6.5,0.9,2.1
bayam,22,3.2,0.4,3.8,2.3,0.4
mentega,666,0.8,82.3,0.1,0.0,0.1
sate_ayam,219,28.1,8.4,3.3,0.3,2.1
rendang,440,22.1,38.3,5.1,1.1,1.9
brokoli,56,3.7,0.5,11.8,3.8,1.7
bayam,23,2.8,0.4,3.6,2.3,0.4
rendang,462,20.0,37.8,4.5,1.1,1.8
risoles,219,7.4,12.0,22.0,1.5,2.1
strawberry,30,0.7,0.3,7.4,1.9,5.0
opor_ayam,303,23.7,23.7,5.6,0.9,2.2
daging_kambing,248,26.8,14.2,0.0,0.0,0.0
pecel_lele,303,19.9,17.2,12.1,1.9,1.5
anggur,72,0.8,0.2,19.4,1.0,16.5
kopi,2,0.3,0.0,0.0,0.0,0.0
tomat,17,0.9,0.2,3.7,1.2,2.5
sosis,302,12.9,28.8,2.2,0.0,1.6
roti_gandum,226,11.7,3.7,43.4,7.1,4.3
melon,33,0.8,0.2,7.3,0.9,8.2
lumpia,192,6.6,8.4,20.7,2.0,2.8
mentega,666,1.0,82.0,0.1,0.0,0.1
kacang_tanah,522,27.2,45.0,17.0,9.5,4.1
batagor,192,10.9,8.4,18.1,1.2,2.1
klepon,144,2.0,4.0,25.4,1.6,16.5
puding,137,3.0,2.6,28.4,0.5,21.2
cumi-cumi,86,17.0,1.4,3.0,0.0,0.0
sosis,324,13.7,26.7,2.1,0.0,1.4
roti_tawar,246,8.2,3.5,49.8,2.8,5.2
gado-gado,184,8.0,11.8,14.6,4.0,5.8
soto_ayam,164,14.1,5.7,12.7,1.3,2.0
teh,1,0.0,0.0,0.3,0.0,0.0
popcorn,383,11.8,4.8,72.5,14.2,0.9
hotdog,291,9.1,16.5,20.5,1.0,4.0
minyak_goreng,876,0.0,104.4,0.0,0.0,0.0
cumi-cumi,84,15.7,1.4,3.2,0.0,0.0
susu_kedelai,55,3.1,1.8,6.5,0.6,3.6
susu_kedelai,58,3.6,1.8,6.3,0.6,3.8
es_krim,218,3.3,10.2,23.6,0.7,21.7
capcay,80,4.4,3.0,12.8,3.0,5.1
jagung,96,3.6,1.4,20.1,2.5,5.3
alpukat,146,2.1,16.2,9.3,7.5,0.7
keju,400,24.1,35.7,1.3,0.0,0.5
teh,1,0.0,0.0,0.3,0.0,0.0
popcorn,392,12.1,5.2,74.8,15.8,0.9
selai,263,0.4,0.1,62.4,0.9,51.4
gula_pasir,363,0.0,0.0,102.2,0.0,104.3
kentang,71,1.8,0.1,17.3,2.3,0.9
air_kelapa,20,0.7,0.2,3.5,1.2,2.7
selai,271,0.4,0.1,63.9,1.0,49.5
pastel,250,7.6,15.3,25.4,2.1,2.0
sate_ayam,183,28.0,8.1,2.8,0.3,1.9
kentang_goreng,334,3.4,15.8,37.0,3.9,0.3
apel,50,0.3,0.2,13.2,2.2,9.8
sate_ayam,190,26.2,8.6,2.9,0.3,1.8
minuman_bersoda,43,0.0,0.0,11.3,0.0,11.4
nasi_merah,117,2.3,0.7,23.0,1.8,0.3
kopi,2,0.3,0.0,0.0,0.0,0.0
sawi,13,1.5,0.2,2.4,0.9,1.3
sawi,14,1.5,0.2,2.0,1.1,1.3
lumpia,188,5.5,7.4,23.0,1.9,2.8
kue_lapis,289,4.7,7.2,48.3,1.0,26.3
edamame,119,12.0,4.7,9.9,5.4,2.0
pepaya,46,0.5,0.3,10.0,1.6,8.7
udang,99,23.0,0.3,0.2,0.0,0.0
timun,17,0.7,0.1,3.5,0.5,1.6
nasi_merah,107,2.4,0.8,22.2,1.7,0.3
telur_rebus,158,13.6,11.8,1.2,0.0,0.6
air_kelapa,20,0.7,0.2,3.5,1.0,2.6
batagor,205,9.7,8.9,18.4,1.2,1.8
burger,290,16.5,12.7,24.4,1.4,3.9
kepiting,97,21.2,1.3,0.0,0.0,0.0
ikan_salmon,191,19.8,11.8,0.0,0.0,0.0
timun,15,0.7,0.1,3.7,0.5,1.8
telur_rebus,164,13.6,10.2,1.2,0.0,0.6
minyak_goreng,935,0.0,92.6,0.0,0.0,0.0
ayam_panggang,151,30.9,3.3,0.0,0.0,0.0
keripik,540,5.9,36.0,48.8,4.2,0.9
udang,107,24.0,0.3,0.2,0.0,0.0
bakso,217,16.7,10.6,8.6,0.5,2.0
gula_pasir,399,0.0,0.0,105.2,0.0,105.2
soto_ayam,168,16.4,5.9,11.7,1.2,1.8
anggur,69,0.7,0.2,17.8,0.9,15.0
tahu_goreng,141,12.2,9.5,5.3,2.4,0.8
kopi,2,0.3,0.0,0.0,0.0,0.0
kue_lapis,246,5.4,8.3,42.3,1.1,25.7
pempek,217,11.6,7.8,30.1,1.0,3.2
ayam_panggang,163,32.5,3.9,0.0,0.0,0.0
kacang_merah,353,22.7,1.0,56.9,14.6,1.8
opor_ayam,288,25.6,21.4,6.0,1.1,2.0
kacang_tanah,574,27.5,45.5,17.0,8.9,3.8
sandwich,318,16.3,10.4,34.6,3.0,4.6
gado-gado,193,7.4,12.2,15.2,3.7,6.2
ayam_panggang,162,32.8,3.5,0.0,0.0,0.0
keju,431,22.9,35.4,1.3,0.0,0.5
sandwich,331,15.0,11.4,34.6,2.9,5.5
onde-onde,257,3.6,9.6,34.7,1.9,18.1
sate_ayam,194,25.9,7.2,2.9,0.3,2.2
pastel,291,6.9,16.0,27.5,2.0,2.1
siomay,156,9.0,6.5,16.3,1.6,2.2
hotdog,275,9.6,18.2,23.5,0.9,4.0
edamame,129,11.9,5.3,10.2,4.8,1.9
roti_gandum,237,14.3,3.5,44.8,6.5,3.8
batagor,198,9.5,8.2,17.2,1.2,1.8
pizza,270,10.3,9.5,34.2,2.4,3.3
apel,56,0.3,0.2,14.3,2.6,10.8
pastel,251,6.8,15.3,26.1,2.0,2.1
tumis_kangkung,59,3.2,2.7,6.2,2.3,0.9
semangka,29,0.6,0.2,8.7,0.4,5.9
air_kelapa,19,0.6,0.2,3.4,1.2,2.6
ubi_jalar,80,1.5,0.1,18.5,3.1,3.9
ayam_goreng,241,26.0,16.1,0.0,0.0,0.0
martabak_telur,314,15.1,16.9,26.6,2.2,2.0
rendang,434,22.4,42.5,4.7,0.9,2.1
keripik,486,6.6,37.0,52.1,4.1,0.9
ubi_jalar,86,1.7,0.1,20.6,2.8,4.0
popcorn,376,13.0,5.4,80.9,15.3,0.9
kacang_hijau,370,26.4,1.2,67.4,15.5,6.7
kue_lapis,292,4.8,8.8,47.6,1.0,25.4
batagor,173,9.3,9.1,17.0,1.3,2.2
nasi_putih,132,2.9,0.3,28.4,0.4,0.1
anggur,75,0.7,0.2,17.7,0.9,14.2
wortel,39,0.9,0.2,9.3,2.6,4.7
kopi,2,0.3,0.0,0.0,0.0,0.0
wortel,43,0.9,0.2,9.5,2.8,4.7
roti_tawar,264,8.4,3.3,51.1,2.8,4.9
madu,331,0.3,0.0,82.8,0.2,85.4
popcorn,402,13.8,4.8,75.4,15.7,1.0
kepiting,92,20.7,1.4,0.0,0.0,0.0
ayam_goreng,262,26.4,15.3,0.0,0.0,0.0
daging_kambing,240,25.0,13.7,0.0,0.0,0.0
sawi,13,1.4,0.2,2.1,1.0,1.3
pecel_lele,271,19.2,17.0,12.9,2.0,1.4
sambal_goreng,135,6.2,9.3,9.3,2.1,3.1
ayam_panggang,170,30.4,3.9,0.0,0.0,0.0
opor_ayam,325,24.1,20.1,6.1,1.0,2.2
brokoli,51,3.9,0.6,10.6,4.1,1.8
cumi-cumi,84,16.4,1.3,3.2,0.0,0.0
ikan_tuna,149,23.4,5.4,0.0,0.0,0.0
tahu_goreng,134,13.0,8.6,5.2,2.4,0.8
nasi_putih,118,2.6,0.3,28.7,0.4,0.1
bakso,186,18.6,11.4,8.1,0.5,2.1
kacang_hijau,314,26.1,1.1,58.5,17.5,6.8
burger,275,15.6,14.2,23.2,1.4,4.1
sosis,287,13.9,24.8,2.1,0.0,1.4
soto_ayam,153,15.3,5.9,13.9,1.1,2.1
ayam_panggang,162,28.3,3.4,0.0,0.0,0.0
nasi_merah,123,2.5,0.8,26.3,1.8,0.3
roti_gandum,226,12.4,3.6,42.1,6.6,4.3
pempek,215,10.9,7.4,30.5,1.0,3.0
capcay,79,4.1,2.9,10.8,2.9,4.6
susu_kedelai,54,3.4,1.9,5.7,0.6,4.0
pizza,270,12.1,10.2,31.2,2.2,3.8
brokoli,52,3.7,0.6,11.0,3.6,1.6
tempe_goreng,197,18.7,11.1,8.5,4.2,1.6
minuman_bersoda,42,0.0,0.0,10.3,0.0,12.1
bakso,204,19.3,11.4,8.1,0.5,2.2
ikan_bakar,161,28.5,6.4,0.0,0.0,0.0
risoles,251,7.5,12.2,25.2,1.6,1.8
ayam_panggang,173,30.8,3.6,0.0,0.0,0.0
telur_rebus,151,13.2,11.0,1.2,0.0,0.6
teh,1,0.0,0.0,0.3,0.0,0.0
susu_kedelai,54,3.1,1.7,6.4,0.6,4.1
opor_ayam,300,25.0,22.4,6.5,1.0,2.0
jagung,100,3.5,1.6,20.4,2.2,4.8
semangka,28,0.6,0.2,8.7,0.4,6.0
ikan_salmon,190,23.0,12.7,0.0,0.0,0.0
cumi-cumi,90,17.1,1.5,2.8,0.0,0.0
kacang_hijau,320,26.3,1.3,67.6,14.4,6.6
ikan_salmon,186,23.8,12.2,0.0,0.0,0.0
martabak_telur,321,13.4,14.9,22.9,2.0,2.0
risoles,241,7.3,12.6,23.3,1.6,1.9
jus_jeruk,45,0.7,0.2,10.0,0.2,8.6
timun,15,0.7,0.1,3.4,0.5,1.7
puding,143,2.7,2.5,26.0,0.5,21.3
udang,98,25.9,0.3,0.2,0.0,0.0
risoles,226,7.5,12.0,23.0,1.6,2.1
kacang_merah,344,25.1,1.0,56.9,14.9,2.2
edamame,116,10.2,5.3,9.9,4.7,2.0
burger,279,16.4,13.9,23.6,1.4,3.7
perkedel,150,4.9,8.9,17.9,2.1,1.1
pempek,210,11.3,8.5,27.4,0.9,2.9
mangga,60,0.9,0.4,15.6,1.5,13.2
tomat,18,0.9,0.2,3.6,1.1,2.7
apel,54,0.3,0.2,15.0,2.6,10.0
perkedel,158,4.8,8.1,16.5,1.8,1.0
gula_pasir,388,0.0,0.0,105.9,0.0,95.6
selai,268,0.4,0.1,64.4,1.0,44.8
selai,257,0.4,0.1,70.6,1.1,51.6
daging_kambing,249,25.6,12.2,0.0,0.0,0.0
air_kelapa,19,0.7,0.2,3.8,1.1,2.5
strawberry,32,0.6,0.3,7.7,1.9,4.9
daging_sapi,231,25.3,15.1,0.0,0.0,0.0
selai,264,0.4,0.1,63.0,1.1,45.9
pizza,240,10.0,9.5,30.1,2.1,3.9
kroket,194,7.2,10.2,17.3,1.9,1.4
pepaya,40,0.5,0.3,10.3,1.7,7.4
bayam,23,3.2,0.4,3.3,2.4,0.4
cumi-cumi,86,17.0,1.5,2.9,0.0,0.0
tahu_goreng,141,12.8,8.8,5.3,2.4,0.8
tahu_goreng,142,10.9,8.7,5.1,2.2,0.7
kacang_hijau,360,25.0,1.1,57.8,14.8,7.2
nugget,274,13.2,19.4,21.9,1.1,1.5
bayam,24,2.6,0.4,3.8,2.0,0.4
pempek,210,10.6,7.2,29.8,1.0,3.1
gado-gado,178,7.9,11.6,14.8,4.3,6.0
